Post;Url;Last tweet date;Nugget 1;Nugget 1 tweet date;Nugget 2;Nugget 2 tweet date;Nugget 3;Nugget 3 tweet date;Nugget 4;Nugget 4 tweet date;Nugget 5;Nugget 5 tweet date;Nugget 6 ;Nugget 6 tweet date;Nugget 7;Nugget 7 tweet date;Nugget 8;Nugget 8 tweet date;Nugget 9;Nugget 9 tweet date;;;;;;
There can be only one css stylesheet per media,https://philippe.bourgau.net/there-can-be-only-one-css-stylesheet-per-medi/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Making C# properties first class objects,https://philippe.bourgau.net/making-c-properties-first-class-objects/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Automaticaly rollback static overrides when testing legacy code,https://philippe.bourgau.net/75417332/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
How to test a class using an implementation helper ?,https://philippe.bourgau.net/how-to-test-a-class-using-an-implementation-h/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
A useful link to find free pictures,https://philippe.bourgau.net/a-nice-place-to-find-free-pictures-for-my-web/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Agile,https://philippe.bourgau.net/scaling-agile/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Ruby thirdparties best practices,https://philippe.bourgau.net/ruby-thirdparties-best-practices/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Hackers et peintres,https://philippe.bourgau.net/hackers-et-peintres/,11/07/2018,@paulg's famous Hackers and Painters ... in French ! ,11/07/2018,,,,,,,,,,,,,,,,,,,,,,
Motivation game,https://philippe.bourgau.net/motivation-game-53790/,14/09/2018,Struggling to set a #team practice in place ? Try this #motivation hack. All you need is a A3 printed comic and post-its ... https://bit.ly/2KVIF9d #gamification ,14/09/2018,,,,,,,,,,,,,,,,,,,,,,
The poor man's memory profiling,https://philippe.bourgau.net/the-holy-code-antipattern/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
#1 rule for monitoring emails',https://philippe.bourgau.net/1-rule-for-monitoring-emails/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Don't repeat names in cucumber scenarios,https://philippe.bourgau.net/does-programming-equal-refactoring/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Hitting the middle ground between classicist and mockist TDD,https://philippe.bourgau.net/hitting-the-middle-ground-between-classicist-and-mockist-tdd/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
My own side project best practices after reading the 'Side Project Book',https://philippe.bourgau.net/my-new-gem-for-creating-rspec-proxies/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Trying to explain monads in java,https://philippe.bourgau.net/trying-to-explain-monads-in-java/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Sprints are not sprints,https://philippe.bourgau.net/sprints-are-not-sprints/,17/09/2018,Tell me how to #sprint while going at a #SustainablePace ? #Scrum got the wording completely wrong ... https://bit.ly/2Wo4weZ,17/09/2018,,,,,,,,,,,,,,,,,,,,,,
My humble advices about how to write maintainable tests,https://philippe.bourgau.net/my-humble-advices-about-how-to-write-maintainable-tests/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Programming as an exponential problem,https://philippe.bourgau.net/programming-as-an-exponential-problem/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Harley Davidson programming,https://philippe.bourgau.net/harley-davidson-programming/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Auchandirect-ScrAPI : an unofficial API Ruby Gem,https://philippe.bourgau.net/auchandirect-scrapi-an-unofficial-api-ruby-gem/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
How we introduced efficient agile retrospectives,https://philippe.bourgau.net/how-we-introduced-efficient-agile-retrospectives/,26/03/2019,"Starting #ContinousImprovement is easy. Here is ""How we introduced efficient #agile #retrospectives"" https://bit.ly/2zXk5ml",26/03/2019,,,,,,,,,,,,,,,,,,,,,,
Refactoring trick to insert a wrapper,https://philippe.bourgau.net/refactoring-trick-to-insert-a-wrapper/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Coding as a living can be dangerous to your health,https://philippe.bourgau.net/coding-as-a-living-can-be-dangerous-to-your-health/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Cucumber_tricks gem : my favorite Gherkin and Cucumber tricks,https://philippe.bourgau.net/cucumber-tricks-gem-my-favorite-gherkin-and-cucumber-tricks/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Enabling agile practices and elephant taming,https://philippe.bourgau.net/enabling-agile-practices-and-elephant-taming/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
The Holy Code Antipattern,https://philippe.bourgau.net/the-holy-code-antipattern/,18/09/2018,"""Yes, we know this code is crap ... but it was written by X, so we cannot touch it !"" Does this ring a bell ? I call this the Holy #Code #Antipattern https://bit.ly/2VZ9MGY",18/09/2018,,,,,,,,,,,,,,,,,,,,,,
The Flow book summary (lean software development part 1),https://philippe.bourgau.net/the-flow-book-summary-lean-software-development_part_1/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
How to measure your speed with your business value ? (Lean Software Development Part 3),https://philippe.bourgau.net/how-to-measure-your-speed-with-your-business-value-lean-software-development-part-3/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
How to setup a weekly fruit basket in no time,https://philippe.bourgau.net/how-to-setup-a-weekly-fruit-basket-in-no-time/,12/10/2018,@KentBeck used to mention food a lot in his #eXtremeProgramming book. Here is how we setup a fresh fruit basket for the team without waiting for a company wide action! https://bit.ly/3de8xJB,12/10/18,,,,,,,,,,,,,,,,,,,,,,
Performance is a feature,https://philippe.bourgau.net/performance-is-a-feature/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Can agile teams commit?,https://philippe.bourgau.net/can-agile-teams-commit/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
From Zero to Pair Programming Hero,https://philippe.bourgau.net/from-zero-to-pair-programming-hero/,14/11/2018,"Here's an oldie : The story of how my previous team went from nothing to #CodeReviews, to #PairProgramming to #remote pair programming !",18/07/2018,Use #pomodoro to switch control when doing #remote #PairProgramming. It avoids your pair to fall asleep on the other side of the line. https://bit.ly/2z7I1mu,14/11/2018,,,,,,,,,,,,,,,,,,,,
Measure The Business Value of Your Spikes and Take High Payoff Risks (Lean Software Development Part 4),https://philippe.bourgau.net/measure-the-business-value-of-your-spikes-and-take-high-payoff-risks-lean-software-development-part-4/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
What Optimization Should We Work On (Lean Software Development Part 5),https://philippe.bourgau.net/what-optimization-should-we-work-on-lean-software-development-part-5/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Trellospectives : Remote Retrospectives with Trello,https://philippe.bourgau.net/trellospectives-remote-retrospectives-with-trello/,01/04/2020,Trellospectives : How we used #Trello to improve our #remote #Retrospectives.,31/08/2018,"#ContinuousImprovement might be the most important to do at work during this crisis. Get your remote retrospectives working with ""Trellospectives: Remote #Retrospectives with #Trello"" https://bit.ly/2z6Qqqs #remotework ",01/04/2020,,,,,,,,,,,,,,,,,,,,
Real Programmers Have Todo Lists,https://philippe.bourgau.net/real-programmers-have-todo-lists/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
The Agile Change Management Viral Hack,https://philippe.bourgau.net/the-agile-change-management-viral-hack/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
You don't have to ask your boss for a fast build (Lean Software Development part 6),https://philippe.bourgau.net/www-dot-agileavatars-dot-com-order-customized-avatar-magnets/,22/01/2019,Did you know that a fast build is (almost) free ?,17/07/2018,"It's pretty straightforward to build a #DecentralizedDecisionRule to speed up the build. Anyone who sees an opportunity for build speed up will know it should, without asking for permission! https://bit.ly/3c3IDbs ",22/1/2019,,,,,,,,,,,,,,,,,,,,
Actors and Green Threads in Java Demystified,https://philippe.bourgau.net/actors-and-green-threads-in-java-demystified/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
"Bye Bye Programmer's TODO List, Hello Personnal Kanban on Jira",https://philippe.bourgau.net/build-or-buy-software-identify-your-core-functional-areas-with-event-storming-and-ddd/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Mining GitHub For New Hires,https://philippe.bourgau.net/mining-github-for-new-hires/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
A Plan For Technical Debt (Lean Software Development Part 7),https://philippe.bourgau.net/a-plan-for-technical-debt-lean-software-development-part-7/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Feedback On 360° Feedback Session,https://philippe.bourgau.net/feedback-on-360-degrees-feedback-session/,03/09/2018,We tried to all-in #360Feedback team sessions ! Here is how it went. ,03/09/2018,,,,,,,,,,,,,,,,,,,,,,
Binary Hand Planning Poker,https://philippe.bourgau.net/binary-hand-planning-poker/,10/10/2018,Revise your binary with Binary Planning Poker,16/01/2018,Tired of Fibonacci for your poker estimates ? Try Binary Hand Poker ... https://bit.ly/3dhY0xk #geeky #agile #planningPoker,10/10/18,,,,,,,,,,,,,,,,,,,,
The technical debt ponzi scheme,https://philippe.bourgau.net/the-technical-debt-ponzi-scheme/,03/12/2018,"When managing #TechnicalDebt, we should keep the life expectancy of the product in mind to estimate the interests we'll have to payback. https://bit.ly/2YyvCD0 #Refactoring",03/12/2018,,,,,,,,,,,,,,,,,,,,,,
How I'll measure the lean startup value of information in my next side project (Lean Software Development Part 8),https://philippe.bourgau.net/how-i-set-up-a-trustico-rapid-ssl-certificate/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Great Developers Are Free,https://philippe.bourgau.net/great-developers-are-free/,28/12/2018,Great #developers are free! #Hiring is too important to be left to HR. https://bit.ly/2WrVPQC,28/12/2018,"Great developers are free, but only for those who are willing to pay for them",30/05/18,,,,,,,,,,,,,,,,,,,,
How To Write Good Performance Stories,https://philippe.bourgau.net/how-to-write-good-performance-stories/,15/04/2018,Creating user focused *and* estimable performance #stories is a challenge ... here is how we did it.,15/04/2018,,,,,,,,,,,,,,,,,,,,,,
How We Started Exploratory Testing,https://philippe.bourgau.net/how-we-started-exploratory-testing/,26/09/2018,Start #ExploratoryTesting to improve both your product and your process ! ,16/04/2018,Want to make a better product? Here is how we gamified #ExploratoryTesting and transformed developers in berserk testers! #SoftwareTesting #gamification https://bit.ly/3aZjMnF,26/09/18,,,,,,,,,,,,,,,,,,,,
Most Common Ways To Speed up an algorithm,https://philippe.bourgau.net/most-common-ways-to-speed-up-an-algorithm/,27/12/2018,4 tips that will solve 95% of your slow code issues !,06/07/2018,"Although companies have gone crazy with #algorithm interviews, they've never been the critical part of my job in 15 years of programming. Here are tricks to solve 95% of real-world algorithm challenges. https://bit.ly/3b6fACB",3/10/18,Despite #developers love for #algorithms. 90% of my real world algorithmic performance issues have been fixed by adding a form of cache. https://bit.ly/3b6fACB #performance #programming,27/12/2018,,,,,,,,,,,,,,,,,,
How To Keep Programming When Assigned A Management Job,https://philippe.bourgau.net/how-to-keep-programming-when-assigned-a-management-job/,21/01/2019,How to use self organization to keep on programming when you are managing a software team.,04/07/2018,"3 Tips to continue #programming when becoming #manager : master #PersonalProductivity, know about Manager's Time vs Maker's time, make the team #SelfOrganize https://bit.ly/2W0ZQN1",21/1/19,,,,,,,,,,,,,,,,,,,,
Recipes For An Agile Workspace,https://philippe.bourgau.net/recipes-for-an-agile-workspace/,19/02/2019,Let's build #agile workplaces out of #lego like #office blocks ! https://bit.ly/35sEQ57,10/12/2018,Did anyone try Lego like offices that teams could adapt to their needs and wishes ? ,17/4/18,I'm happy to see that I'm not the only one thinking #Lego offices are the best for #agile teams. https://bit.ly/35sEQ57 @Google built their garage this way. https://bit.ly/35sEQ57,19/2/19,,,,,,,,,,,,,,,,,,
How Long Can Your Inner Drive Last ?,https://philippe.bourgau.net/how-long-can-your-inner-drive-last/,25/12/2018,When you discover you are in a Duke Nukem Forever project ... Leave !,06/10/2017,"Before you decide to stick on a project just for learning, know how long you can maintain your motivation",1/5/18,Duke Nukem Forever took 15 years of development! When you discover your project is taking the same path ... Leave ! https://bit.ly/2WlbLEq https://bit.ly/2WlbLEq #Software,7/12/2018,Do yourself a #gift today. Don't stick at a project you don't feel a drive for! https://bit.ly/2WlbLEq #Software #motivation,25/12/2018,,,,,,,,,,,,,,,,
Are Most Agile Teams Doing Continuous Improvement The Silly Way ?,https://philippe.bourgau.net/are-most-agile-teams-doing-continuous-improvement-the-silly-way/,02/10/2018,A few lean insights from ‘Little #lean management guide at the usage of #agile teams’ ,24/04/2018,"For unlucky non-french readers who cannot read this great book ""The little #lean management book for #agile teams"", here are a few stories summary in english. https://bit.ly/2W0z9rH https://bit.ly/2W0z9rH #ImprovementKata",2/10/18,,,,,,,,,,,,,,,,,,,,
Stop feeling like a kid every time you ask a day off,https://philippe.bourgau.net/stop-feeling-like-a-kid-everytime-you-ask-a-day-off/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Scrum teams do not need A Scrum Master,https://philippe.bourgau.net/scrum-teams-do-not-need-a-scrum-master/,18/02/2019,Every #ScrumMaster should end up creating a round robin Scrum Master roll and become a Meta Scrum Master. #SelfOrganization sometimes needs a nudge. #Scrum #Agile  https://bit.ly/2VYCEiq https://bit.ly/2VYCEiq,18/02/2019,,,,,,,,,,,,,,,,,,,,,,
Make hiring everyone's business,https://philippe.bourgau.net/lets-give-remote-first-open-space-technology-un-conference-a-try/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
How to deal with the incentive system in an agile team ?,https://philippe.bourgau.net/how-to-deal-with-the-incentive-system-in-an-agile-team/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
Trello Templates to Boost Your Remote Retrospectives,https://philippe.bourgau.net/trello-templates-to-boost-your-remote-retrospectives/,27/11/2018,Here is a public trello team with many ready-made boards for remote retrospectives activities,23/02/2018," Need help and ideas to organize #remote #retrospectives? Here is a public #Trello team full of activity templates (Glad-Sad-Mad, Hot Air Balloon ...) https://bit.ly/3b1INi7",27/11/18,,,,,,,,,,,,,,,,,,,,
How We Decentralized Our Company's Training Program,https://philippe.bourgau.net/how-to-write-good-performance-stories/,21/09/2011,,,,,,,,,,,,,,,,,,,,,,,,
"Pair Programming, From Pain Zone To Skill Zone",https://philippe.bourgau.net/pair-programming-from-pain-zone-to-skill-zone/,06/04/2020,#PairProgramming is not only about mentoring. 4 flavors of pairing,10/10/2017,"Prepare to switch your #pairProgramming style as you gain experience. Read about 4 flavors of pairing in ""Pair Programming, From Pain Zone To Skill Zone"" https://bit.ly/2RfNNbS",21/6/19,"Depending on the skills of the buddies and how they approach #PairProgramming, it can be great or awful. Here are 4 common examples. https://bit.ly/2RfNNbS",6/4/20,"Senior devs must switch to mentors mode when pairing with juniors "" #PairProgramming, from pain zone to skill zone"" https://bit.ly/2RfNNbS @NewRelic says the same thing holds true for #MobProgramming https://bit.ly/2RfNNbS #softwaredeveloper ",25/3/19,,,,,,,,,,,,,,,,
Real Developers Ship,https://philippe.bourgau.net/real-developers-ship/,22/06/2018,Real developers know how to deal with people,22/06/2018,,,,,,,,,,,,,,,,,,,,,,
Software is like writing and revising a giant book,https://philippe.bourgau.net/software-is-like-writing-and-revising-a-giant-book/,29/04/2019,"To explain my #softwareEngineer job to people, I tell them that it's like writing a giant book as a team. ""Software is like writing and revising a giant book"" https://bit.ly/2xwBHEG #WritingSoftware",29/04/2019,The best metaphore I found to explain software to non-developers : group writing a giant novel,28/8/18,,,,,,,,,,,,,,,,,,,,
How To Keep Up With Software Technologies,https://philippe.bourgau.net/how-to-keep-up-with-software-technologies/,06/04/2020,"Studying the theory behind #programming makes it 10 times easier to keep up with latest technologies. ""How To Keep Up With #Software Technologies"" https://bit.ly/3aOxQkC #ComputerScience #learning",30/04/2019,"I'm currently helping #CPP teams with #TDD and #Refactoring. Martin Fowler's ""Refactoring: Improving the Design of Existing Code"" book is still of tremendous value when there is no automated refactoring available ! https://bit.ly/3aOxQkC",1/10/18,"@venkat_s said ""The [...] time we need to learn a new concept is inversely proportional to the number of diverse ideas we've been exposed to"" (https://bit.ly/3aOxQkC) Stop wasting your time, and learn the classics of our field https://bit.ly/3aOxQkC @Devoxx #software",26/11,"This confinement time might be the best occasion to study #softwareEngineering theory. Here is a list of classic books in ""How To Keep Up With Software Technologies"" ",06/04/2020,,,,,,,,,,,,,,,,
The Size Of Code,https://philippe.bourgau.net/the-size-of-code/,24/06/2019,Daily printout and other silly ideas to materialize the state of a codebase,09/10/2017,"Ever wondered how to communicate to non-programmers how messy your code base is ? Read a few wacky ways in ""The Size Of Code"" https://bit.ly/2YvkjLx (inflatable scultpure by @JimmyKuehnle) #Programming #LegacyCode",24/6/19,What's the weirdest #hacktivist performance we could do to highlight the ugly state most codebases are in? https://bit.ly/2YvkjLx #programming #LegacyCode,19/11/2018,,,,,,,,,,,,,,,,,,
Is There Any Room For The Not-Passionate Developer ?,https://philippe.bourgau.net/is-there-any-room-for-the-not-passionate-developer/,09/10/2018,"Just read @daedtech's great post ""Human Cost of #TechnicalDebt"". As 90% of the projects are tech debt Ponzi schemes, I still unfortunately wonder ""Is there room for non-passionate devs ?""",12/01/2018,"2 years since I wrote ""Is There Any Room for the Non-Passionate Developer ?"" #WorkLifeBalance is still a big topic to me in the #software industry. https://bit.ly/3fgGKdq",9/10/18,,,,,,,,,,,,,,,,,,,,
When the Boy Scout Rule Fails,https://philippe.bourgau.net/when-the-boy-scout-rule-fails/,27/08/2018,An economical framework would be a great way to convince product managers to invest in large refactorings when the boy scout rule is not enough,23/04/2018,"Unfortunately, the boy scout rule is not a silver bullet ...",27/8/18,,,,,,,,,,,,,,,,,,,,
How to Grow a Culture Book,https://philippe.bourgau.net/how-to-grow-a-culture-book/,24/12/2018,Ever heard of Team Culture Book ? It tells newcomers what to expect around here !,12/12/2017,Agregate your team working's culture in a book,4/4/18,A #CultureBook is #LivingDocumentation for #teamAgreements. Here is how we built our own https://bit.ly/2SAXIJN #Management30,24/12/2018,,,,,,,,,,,,,,,,,,
Kudo Boxes for Kids,https://philippe.bourgau.net/kudo-boxes-for-kids/,08/10/2018,Get your kids to contribute to house chores with Kudo Boxes ,20/06/2018,"We managed to get our kids to contribute to house chores with #Kudos. Like all #gamification schemes though, it requires regular game updates and animation to keep the momentum going ! https://bit.ly/3bXXEeO",8/10/18,,,,,,,,,,,,,,,,,,,,
"How NOT to use mocks, my talk at Paris.rb",https://philippe.bourgau.net/how-not-to-use-mocks-my-talk-at-paris-rb/,06/11/2017,"Slides of my talk ""How not to use mocks"" at Paris #ruby meetup. Tricks for any #programming #language",06/11/2017,,,,,,,,,,,,,,,,,,,,,,
Flavors of TDD,https://philippe.bourgau.net/flavours-of-tdd/,25/06/2019,Would your rather #TDD Top-Down or Bottom-up ? #TestDrivenDevelopment #SoftwareCraftsmanship https://bit.ly/2W2zSbS,05/11/2018,Bottom-up or Top-down ? Most #TDD practitionners use a blend of both !,28/3/18,"I now explicitly train teams to Top-Down and Bottom-Up #TDD styles. Both can be useful in different situations. Read more in ""Flavors of TDD"" https://bit.ly/2W2zSbS",25/6/2019,,,,,,,,,,,,,,,,,,
ReXP : Remote eXtreme Programming,https://philippe.bourgau.net/rexp-remote-extreme-programming/,04/11/2019,"#Remote #PairProgramming brings satellite workers back in the team! This is how we did ""ReXP: Remote #eXtremeProgramming"" https://bit.ly/3d6zuz0",04/11/2019,"Depending on your team's #remote configuration, different working agreements will work best. Remote #eXtremeProgramming works well with satellite workers.",14/2/18,"Thanks to #remote #PairProgramming, I've seen remote #eXtremeProgramming teams work better than traditional co located teams! https://bit.ly/3d6zuz0",5/12/2018,,,,,,,,,,,,,,,,,,
How to kill Scrum Zombies ?,https://philippe.bourgau.net/how-to-kill-scrum-zombies/,17/01/2020,Use #SlackTime to against #scrum zombies,11/12/2018,"Without #ContinuousImprovement, #Scrum is not #agile. Enough scrum zombies! Here is my take at ""How to kill Scrum Zombies ?"" https://bit.ly/2xxMVZz",17/1/20,,,,,,,,,,,,,,,,,,,,
Overclocking a Scrum Team to 12,https://philippe.bourgau.net/overclocking-a-scrum-team-to-12/,28/05/2019,"Could we hack the #MythicalManMonth's concept of the Surgical Team into an #XP team to grow it beyond 10 people? ""Overclocking a Scrum Team to 12"" https://bit.ly/3c3Jf0C",28/05/2019,Hack a #SoftwareDevelopement team to make it work at 12 ! https://bit.ly/3c3Jf0C #Scrum #MythicalManMonth #SurgicalTeam,2/11/18,,,,,,,,,,,,,,,,,,,,
How I got my feet wet with machine learning with 'The First 20 Hours',https://philippe.bourgau.net/how-i-fixed-the-unknown-language-pygments-error-in-octopress/,09/09/2019,"If I managed to go from zero to building a simple #MachineLearning test library in about 20 hours, everyone can! Red the full story in ""How I got my feet wet with machine learning with ‘The First 20 Hours’"" https://bit.ly/2SyTJgU #softwaretesting @joshkaufman",09/09/2019,"I tried ""The first 20 hours"" technique. Turns out that with a bit of grit, we can learn a lot in 20 focused hours !",24/8/18,,,,,,,,,,,,,,,,,,,,
Verify the Big O Complexity of Ruby Code in RSpec,https://philippe.bourgau.net/verify-the-big-o-complexity-of-ruby-code-in-rspec/,03/04/2018,This machine learning experiment to test the complexity of algorithms is now actually used by someone !,11/12/2017,"Assert whether your ruby is O(1), O(n) or O(n2) with this experimental complexity_assert gem",3/4/18,,,,,,,,,,,,,,,,,,,,
A Plain English Introduction To Paxos Protocol,https://philippe.bourgau.net/a-plain-english-introduction-to-paxos-protocol/,10/07/2018,"Read fairy tales, and understand the Paxos protocol !",20/02/2018,"How Kath, Joe & Tom used the #Paxos protocol to fix an inheritance problem in the land of fairytales !",10/7/18,,,,,,,,,,,,,,,,,,,,
Developer ! Are you losing your rat race ?,https://philippe.bourgau.net/developer-are-you-losing-your-rat-race/,16/10/2017,"Although ""#Software is eating the world"", #developers #hiring is still keyword driven ! What should we do about it ?",16/10/2017,,,,,,,,,,,,,,,,,,,,,,
My Ultimate Jira Personal Kanban,https://philippe.bourgau.net/my-ultimate-jira-personal-kanban/,30/07/2018,Would like to use #Jira as a #Programmer's #PersonalKanban or #ToDoList ? Read my guide,17/01/2018,Developer's productivity tip : hack a #PersonalKanban on top of your company's ticket tracking software,30/7/2018,,,,,,,,,,,,,,,,,,,,
Almost 15 years of using Design By Contract,https://philippe.bourgau.net/almost-15-years-of-using-design-by-contract/,02/07/2019,Immutable #functionalprogramming style makes design by contract straightforward,27/07/2018,"""Almost 15 years of #DesignByContracts"" My long road from ignorance to zen ! Why I still use them along with #UnitTests. https://bit.ly/2KX70f9",2/7/19,Class invariants are trivial to enforce in immutable data! We can get almost all of the benefits of #designByContracts by using immutable types. https://bit.ly/2KX70f9 #programming,31/12/2018,,,,,,,,,,,,,,,,,,
